video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count
N3vIoBKZU8A,playing ukulele,6,16,6.000000,16.000000,7
OFerfmxPa9o,playing ukulele,51,61,51.000000,60.909091,23
OV9xX43UUkU,playing ukulele,279,289,279.000000,289.000000,30
OqGx3NgR9kg,playing ukulele,54,64,54.066667,55.200000,2
OqGx3NgR9kg,playing ukulele,54,64,58.033333,59.600000,3
O7OZgeRfiiI,playing ukulele,25,35,25.000000,34.943277,18
QPrSIQPpIO0,playing ukulele,17,27,17.000000,26.976643,19
QUK06KcDupA,playing ukulele,28,38,28.000000,29.600000,3
QUK06KcDupA,playing ukulele,28,38,31.240000,38.000000,16
RO388vDhW00,playing ukulele,76,86,76.000000,85.976643,48
TWT_mBIzpPM,playing ukulele,177,187,177.000000,186.936039,34
UQJjPUbIxgI,playing ukulele,54,64,54.000000,63.976643,25
VcKJtPnvvhE,playing ukulele,2,12,8.270429,11.972650,12
WDh1Oa-mZc0,playing ukulele,16,26,16.000000,19.655172,12
WTBSI76oQkY,playing ukulele,4,14,4.000000,14.000000,13
WnRTUcOFc2U,playing ukulele,160,170,160.000000,164.604605,13
WnRTUcOFc2U,playing ukulele,160,170,165.872539,169.943277,11
W5hJGPns9sw,playing ukulele,68,78,70.000000,77.360000,2
X-nC7RQ8E44,playing ukulele,129,139,129.000000,138.943277,13
Y5pI5uS8Ie0,playing ukulele,68,78,69.968635,72.537871,9
Y5pI5uS8Ie0,playing ukulele,68,78,75.507508,76.808809,5
aa_fQvMY_00,playing ukulele,1,11,1.000000,10.976643,7
cIOnJrZcHzg,playing ukulele,3,13,3.000000,13.000000,28
cNhmja89DdE,playing ukulele,1,11,3.485819,10.976643,15
c_ceA8agOPY,playing ukulele,0,10,0.000000,9.966667,26
dbl3cgIbsRQ,playing ukulele,432,442,432.000000,442.000000,25
ekMhQ-4W-M8,playing ukulele,29,39,34.533333,37.200000,2
fzgVtI1OZRw,playing ukulele,38,48,38.000000,39.134695,2
fzgVtI1OZRw,playing ukulele,38,48,42.338540,47.945268,15
gpCURo8_zwk,playing ukulele,25,35,25.000000,28.200000,6
hRoi4yRYCpE,playing ukulele,143,153,143.000000,149.106106,32
hRoi4yRYCpE,playing ukulele,143,153,151.241575,152.976643,10
jMjWjU_qmZo,playing ukulele,21,31,21.000000,22.768435,6
jYtQ-DUilAo,playing ukulele,21,31,21.000000,23.533333,4
kCunbnjBIfE,playing ukulele,3,13,5.280000,13.000000,18
kWKKdesyL3c,playing ukulele,3,13,3.000000,13.000000,32
lDTiKYPRo0A,playing ukulele,1,11,1.000000,10.976643,14
laEFWNS-K0k,playing ukulele,43,53,43.000000,53.000000,25
lw2Oy1QQfU8,playing ukulele,2,12,2.000000,9.866075,13
mIncqTZ5qmc,playing ukulele,43,53,45.933333,47.866667,4
nW93MPFhrSo,playing ukulele,30,40,30.000000,33.966667,11
nW93MPFhrSo,playing ukulele,30,40,37.366667,40.000000,3
oLYT0vA28wQ,playing ukulele,152,162,152.000000,154.135469,4
oLYT0vA28wQ,playing ukulele,152,162,156.904905,161.976643,10
oP2aXdfSc0s,playing ukulele,59,69,59.000000,68.943277,29
oXOsnoJU4e4,playing ukulele,6,16,6.000000,16.000000,18
pLAXC_ZrCOY,playing ukulele,6,16,6.000000,8.533333,5
pXbB4cK3CJ4,playing ukulele,128,138,128.000000,138.000000,71
pcpDuVKOUSc,playing ukulele,102,112,102.000000,111.976643,24
qdNWCYXLg1Q,playing ukulele,8,18,8.000000,18.000000,35
r1jqySH-G10,playing ukulele,239,249,239.000000,248.280000,16
sYEU9ZoB4is,playing ukulele,31,41,31.000000,40.956126,36
sqoHNt9vm-Y,playing ukulele,47,57,47.000000,56.976643,27
tkevQ2SQNqI,playing ukulele,3,13,3.000000,8.068966,18
tkevQ2SQNqI,playing ukulele,3,13,9.310345,13.000000,12
uWq8Q_cIEwE,playing ukulele,86,96,86.000000,96.000000,15
uhdECKnJ278,playing ukulele,8,18,8.000000,18.000000,12
vYy27P6K-k4,playing ukulele,174,184,174.000000,184.000000,21
vkhdP3zJSmA,playing ukulele,2,12,2.000000,11.275943,49
xAzsRf6JNs0,playing ukulele,1,11,1.000000,11.000000,15
xM4VzdajwAs,playing ukulele,38,48,43.505506,46.041375,3
xdbh1FBoNPQ,playing ukulele,29,39,29.000000,38.943277,32
yCSH4jrF0pI,playing ukulele,264,274,264.000000,273.943277,25
yJW-DDaMZ-M,playing ukulele,24,34,24.000000,28.333333,4
yyAyp6CtPe4,playing ukulele,9,19,10.301301,18.976643,11
03FKtpwxQ9c,playing ukulele,172,182,172.000000,181.962224,27
1q-bM3Zw1_g,playing ukulele,25,35,25.000000,34.962391,28
122texA_m_4,playing ukulele,23,33,23.000000,33.000000,20
2F2FQ3R4vak,playing ukulele,102,112,102.000000,111.993316,18
2bndU58VHhk,playing ukulele,7,17,7.000000,16.976643,24
3kdfuEo4Nv0,playing ukulele,520,530,525.000000,530.000000,20
4zGG_8O8pBo,playing ukulele,23,33,23.000000,33.000000,34
42LXdLktJQE,playing ukulele,9,19,9.000000,19.000000,19
5OtkG83V7Sg,playing ukulele,1,11,1.000000,4.737070,3
5OtkG83V7Sg,playing ukulele,1,11,6.255255,7.956957,2
5OtkG83V7Sg,playing ukulele,1,11,9.775442,10.976643,2
5hnXihw0wF4,playing ukulele,13,23,13.000000,22.976643,17
5zxWwGNlHhQ,playing ukulele,235,245,238.066667,239.133333,2
6dfjggoKngM,playing ukulele,51,61,51.000000,60.976643,29
6oJpF1l4TtI,playing ukulele,63,73,63.000000,68.041667,5
78nQ5HBNq_I,playing ukulele,148,158,152.400000,153.760000,2
7_VUb0v-dmA,playing ukulele,62,72,62.000000,71.943277,23
8extOE7nwOw,playing ukulele,5,15,11.072739,13.858859,6
9Eqo1jHska4,playing ukulele,1,11,1.000000,11.000000,9
9qgQZGPVxnA,playing ukulele,21,31,21.000000,31.000000,40
98zradZ0oWU,playing ukulele,63,73,63.000000,73.000000,22
9-5wGKfIz7k,playing ukulele,110,120,110.000000,113.570237,6
-aQSJ0W8wow,playing ukulele,26,36,26.000000,27.801802,2
-jfMbYDGLZc,playing ukulele,13,23,20.874541,22.976643,3
_BUzjHz_Kqg,playing ukulele,70,80,70.000000,77.933333,15
AHwJMCXiM60,pull ups,27,37,27.000000,36.943277,4
Akwdggv-91g,pull ups,38,48,38.000000,47.926593,4
BYHQ4KptOM4,pull ups,15,25,15.000000,21.000000,2
Bg2uQMSKXew,pull ups,19,29,19.000000,27.900000,2
BrtUG9jAsJI,pull ups,2,12,2.766667,11.966667,3
ENr1x2kcNcU,pull ups,160,170,160.000000,169.943277,3
E6G-o7adOsg,pull ups,7,17,7.000000,16.976643,5
Fy2fOJBuLuc,pull ups,9,19,9.000000,18.968302,5
GZz-Ra1nElE,pull ups,4,14,4.000000,13.700000,4
GjVPcCoTz5U,pull ups,9,19,9.000000,18.976643,15
HSrGAlk5ouQ,pull ups,6,16,14.000000,16.000000,2
HesycfeXGkY,pull ups,2,12,2.000000,11.976643,3
HmB1_QAHP0w,pull ups,2,12,2.000000,7.233333,2
Iw3X6M-uzbg,pull ups,1,11,4.320000,11.000000,4
JjfhAAxftEQ,pull ups,0,10,0.000000,9.976643,4
KUnNPTXpYE4,pull ups,10,20,15.900000,20.000000,2
LPQSm5megAo,pull ups,0,10,1.201201,7.107107,3
LUlt4tPj5SQ,pull ups,4,14,4.000000,8.337671,3
LxkdL0tGGxE,pull ups,0,10,0.000000,4.270938,3
L2_sNxxvmuw,pull ups,0,10,0.000000,9.976643,10
MxDffDOCT-Q,pull ups,22,32,22.040000,32.000000,3
M1YMl8AU94I,pull ups,2,12,2.000000,4.950055,2
M1YMl8AU94I,pull ups,2,12,5.704720,11.879254,2
NFcwjLi-rJI,pull ups,12,22,12.000000,22.000000,3
NvqLMRadijE,pull ups,28,38,29.640000,33.000000,3
NvqLMRadijE,pull ups,28,38,34.640000,36.000000,2
N4HNxuOIVEs,pull ups,29,39,29.000000,38.976643,7
OhQcWwqQDR4,pull ups,42,52,42.100100,51.976643,3
O4MXIrHhqZo,pull ups,5,15,7.900000,14.966667,2
O8YcnJT4ofs,pull ups,0,10,0.500000,7.466667,2
O-q0UK1CV-M,pull ups,1,11,1.000000,6.360000,3
O-q0UK1CV-M,pull ups,1,11,8.200000,11.000000,2
PFISl6mVwtk,pull ups,45,55,45.000000,50.100000,2
PTT6LnLSAnY,pull ups,11,21,11.000000,18.255983,3
QMlSvIJtR0M,pull ups,4,14,5.037578,13.969775,8
SxNHZthT2ZY,pull ups,7,17,7.000000,16.976643,9
TindOf7zyXM,pull ups,36,46,36.000000,42.133333,2
TmiLrzwQL9k,pull ups,0,10,0.500000,8.766667,2
T42G2fwjorc,pull ups,263,273,264.868535,272.943277,4
Uh9dsi8DgeU,pull ups,62,72,62.000000,70.528187,5
Uj7VQlHIltM,pull ups,101,111,101.000000,107.239573,5
U7fP08R37EA,pull ups,13,23,18.088422,22.968302,5
VUoItcXFPZ4,pull ups,214,224,214.000000,221.474141,2
VXvnQ6vnSTQ,pull ups,4,14,4.000000,14.000000,3
ViYnvdBMR6g,pull ups,19,29,19.000000,29.000000,8
WGadHIMsrdU,pull ups,2,12,2.680000,12.000000,3
Wkp3jAkX8O4,pull ups,3,13,3.966667,13.000000,6
W_vw0P8EVwQ,pull ups,220,230,220.000000,227.207207,2
Xbg8VJgNQPE,pull ups,5,15,6.300000,9.133333,2
XusWRe8zQ5o,pull ups,0,10,3.203203,9.976643,5
YWVwDBOHAIY,pull ups,10,20,10.000000,20.000000,6
YaHfRx04h4o,pull ups,171,181,171.000000,175.080000,3
YoY4176oESc,pull ups,28,38,30.833333,37.958333,2
ayzMLAVi7yk,pull ups,9,19,9.000000,14.572239,3
bnlI4BASlXI,pull ups,17,27,17.000000,26.509510,3
b6hO0rMRYjs,pull ups,98,108,100.166667,105.833333,3
cAzCteOHbs8,pull ups,42,52,42.900901,48.139473,2
cMIycT3cpFg,pull ups,23,33,27.033333,31.166667,2
dP4U9YJrn0M,pull ups,290,300,292.736069,293.370037,2
dcwAzUBtqEw,pull ups,13,23,13.000000,17.600000,2
eU7N2ythUn8,pull ups,31,41,37.833333,40.966667,2
efQJ44Mk6BM,pull ups,2,12,3.568235,11.976643,5
f7doRCZCwIc,pull ups,78,88,78.000000,81.500000,2
gTqhkWubSTc,pull ups,142,152,146.571848,151.944604,2
gh77V08SQ34,pull ups,46,56,46.000000,54.480000,2
iKIKRztPIpQ,pull ups,16,26,16.000000,26.000000,5
ip9QSaU7bxw,pull ups,20,30,20.000000,27.273941,3
i65riznGWiA,pull ups,56,66,61.533333,66.000000,4
jC4O7gWJjPk,pull ups,6,16,6.000000,10.537871,3
jhXmytynunU,pull ups,1,11,1.000000,11.000000,5
kBuEWVA9vL8,pull ups,387,397,388.901902,393.639973,2
kGDIhlrBW0M,pull ups,0,10,0.000000,7.333333,2
klHQVbogkYw,pull ups,37,47,37.000000,44.766667,2
lgdXb6xpFns,pull ups,4,14,4.000000,11.173841,3
loJ5MlMt6EU,pull ups,18,28,18.000000,20.566667,2
mddh-9tTmRs,pull ups,2,12,2.000000,7.200000,3
mkSvldU_VUw,pull ups,1,11,1.000000,11.000000,2
mq1g4JeDNUE,pull ups,2,12,2.000000,5.333333,2
mq1g4JeDNUE,pull ups,2,12,9.566667,11.966667,2
onNF_bQxOMg,pull ups,20,30,23.603604,29.676343,2
opoIUl4eXTU,pull ups,0,10,4.166667,10.000000,6
pPYiKNX9ixE,pull ups,5,15,10.500000,15.000000,2
p_uEhbOO_zM,pull ups,0,10,5.700000,10.000000,3
q9QerhiDQEE,pull ups,1,11,3.202202,10.976643,3
rFRinf9b-Vw,pull ups,1,11,1.000000,11.000000,2
rXKhJeF0HlU,pull ups,3,13,4.000000,9.040000,2
reAv60s7fqY,pull ups,0,10,0.133467,8.341675,3
rlgoBYYovXo,pull ups,0,10,0.000000,9.976643,2
s59PqZ9TTq0,pull ups,7,17,7.000000,12.386544,2
t-CZwdY1UiQ,pull ups,15,25,22.733333,25.000000,2
uOhXAckJNv0,pull ups,6,16,6.000000,12.317478,2
uwWZ8y17R9o,pull ups,2,12,2.000000,10.151699,4
u90afcIihIE,pull ups,8,18,9.301301,17.976643,2
v0KanSlWnPE,pull ups,10,20,10.000000,16.366667,3
v4f5T8cPbHA,pull ups,10,20,10.000000,17.207207,2
wbgBlaE_wEA,pull ups,89,99,89.000000,98.280000,2
y2OiEe3K-8c,pull ups,3,13,3.000000,12.966667,7
0Mfq1D151S0,pull ups,18,28,22.804805,27.943277,3
0zJGjSfj7e8,pull ups,28,38,28.000000,37.960892,4
1KKjEWgqx5M,pull ups,4,14,4.000000,8.266667,3
1cZ2I-8DR-Q,pull ups,4,14,4.000000,13.968302,5
2BC4P5QWDSk,pull ups,8,18,8.200000,14.100000,4
2p19BDth7Zc,pull ups,3,13,8.133333,12.133333,3
4dloJkmJdRY,pull ups,9,19,9.000000,18.976643,5
4oz23cNENRo,pull ups,5,15,5.000000,10.085993,2
5fot95w8NGM,pull ups,0,10,0.000000,9.766667,3
6JXEO-ms9eM,pull ups,5,15,5.966667,15.000000,5
6wpbwI5sbUo,pull ups,0,10,1.533333,9.900000,4
61GrOGdE31E,pull ups,10,20,10.000000,17.540874,4
7QmGi3r4RPE,pull ups,4,14,4.033333,14.000000,3
79Nhi4_lrOM,pull ups,9,19,9.000000,19.000000,5
8nNRVvJwl8Y,pull ups,11,21,14.760000,17.120000,2
9VHz73p7Gfo,pull ups,26,36,26.000000,36.000000,6
-KSqZByq0GM,pull ups,1,11,1.000000,10.976643,4
-YGCyGLovbw,pull ups,1,11,4.178533,10.903640,2
ACUT-_cxF9s,pumping fist,12,22,12.000000,18.300000,12
BS1bTUu9BZI,pumping fist,5,15,5.000000,9.000000,9
CBhIbu3YPvA,pumping fist,3,13,11.942276,12.976643,2
Cw_DUXdQf0Y,pumping fist,6,16,6.000000,16.000000,22
EHLJiKiwJd0,pumping fist,47,57,47.000000,56.976643,21
EeaUJCVWBH0,pumping fist,1,11,7.400000,11.000000,10
EkqNc2rzBb8,pumping fist,37,47,39.200000,41.066667,2
HVtCSB8r6Bo,pumping fist,3,13,3.000000,5.135469,4
Hae_xDLuIdw,pumping fist,1,11,1.000000,11.000000,8
HfrG-Bt1bko,pumping fist,12,22,12.000000,17.250000,9
ItzskUIi63Q,pumping fist,1,11,7.606607,10.976643,9
KpKA_99Ra08,pumping fist,1,11,5.300000,8.500000,7
K7fuSkCawjY,pumping fist,1,11,1.233333,2.600000,2
PyIpiUDpVSg,pumping fist,3,13,5.700000,9.066667,4
Q7zDVy5W1hE,pumping fist,1,11,6.633898,10.985831,8
R9_wAq8sHBQ,pumping fist,26,36,26.000000,27.583333,3
TjY7wvB9XZE,pumping fist,0,10,0.000000,6.050217,12
Wnt4JqlZoto,pumping fist,0,10,0.000000,9.943277,22
X3vEFGPOuHg,pumping fist,53,63,62.050000,63.000000,2
aUAxYoyPZ6Q,pumping fist,1,11,1.000000,11.000000,18
b904sCMuZjc,pumping fist,1,11,1.000000,8.671880,11
c_n6PUFQQX0,pumping fist,11,21,15.904905,17.706707,3
ePOrmh8TVcw,pumping fist,2,12,2.000000,5.833333,9
ffdmZfwyQ8I,pumping fist,4,14,4.000000,5.042709,3
fvXQm_IoAHA,pumping fist,1,11,3.363636,8.181818,12
gEVvA6w5nPE,pumping fist,3,13,3.000000,12.166667,10
gQ5zbcV-pF8,pumping fist,16,26,16.000000,24.633333,16
g3crA0_SYmE,pumping fist,22,32,22.000000,29.066667,14
g3crA0_SYmE,pumping fist,22,32,30.550000,32.000000,4
hj1qOLBAlb4,pumping fist,42,52,42.000000,45.941894,4
hj1qOLBAlb4,pumping fist,42,52,49.226805,51.927732,4
ijsDZfDIHXI,pumping fist,1,11,3.600000,8.333333,5
j-3NV9T23W0,pumping fist,1,11,1.000000,6.833333,13
kmmx-iSZn48,pumping fist,8,18,8.000000,13.641623,14
nuPp66HzRtM,pumping fist,4,14,4.000000,6.766667,4
oNpt-yBKseM,pumping fist,12,22,15.303304,17.221888,2
pER-DgfmIf8,pumping fist,4,14,4.000000,7.475050,16
pPBWFYdvFX8,pumping fist,7,17,7.000000,12.225975,9
sz997BtwGnQ,pumping fist,1,11,2.434768,4.536870,3
tdUhHeTNC3Q,pumping fist,13,23,17.004004,18.672339,4
uvJ2Cn1hs70,pumping fist,13,23,13.000000,19.100000,18
vB3UZtFsrqQ,pumping fist,29,39,29.000000,38.966102,15
vgLDwN3Z_xE,pumping fist,4,14,6.766667,13.966667,13
vtRaw974fEQ,pumping fist,0,10,2.520000,7.160000,10
v-Xg2eYttIU,pumping fist,49,59,54.200000,59.000000,2
w5b-vXeRPrY,pumping fist,27,37,27.000000,28.320000,2
2-rwZCXq1tk,pumping fist,2,12,5.903904,11.726393,4
3W9iTNcztZU,pumping fist,0,10,2.433333,5.300000,2
4oKpogi_MM8,pumping fist,2,12,2.000000,5.636970,7
7egSg_SmvmU,pumping fist,69,79,72.708333,79.000000,9
9V8A1e8U8Dw,pumping fist,6,16,7.866667,16.000000,21
9iI3GWiSD-E,pumping fist,3,13,3.000000,12.959893,21
Ao7exaIcpaY,push up,451,461,451.000000,456.238572,3
CnXUdZq7bBc,push up,2,12,2.933333,12.000000,5
C7eF-MQdX1E,push up,97,107,97.000000,106.968302,4
DP5RiHOjxdE,push up,4,14,4.000000,7.183333,2
ErGscxt3t_Q,push up,61,71,61.000000,66.121510,6
ErGscxt3t_Q,push up,61,71,67.201044,70.991966,4
FCkfdQ3KxI8,push up,0,10,0.000000,9.776443,5
FIY9yDhVSRk,push up,2,12,2.000000,11.976643,6
GDDNo4blYwg,push up,1,11,2.605330,7.862784,2
G1E_vGTK4PI,push up,11,21,11.733333,21.000000,5
G-_DB4PFkdw,push up,13,23,17.254609,22.969133,2
HC0Zfmb0BaA,push up,18,28,18.000000,24.167667,3
Her-N-H0XuA,push up,0,10,0.000000,5.805806,3
HuPElYmJkSM,push up,0,10,4.637971,9.976643,2
H3jFGyezU40,push up,4,14,5.034368,13.009009,3
IGa1LkBsHr0,push up,0,10,3.148982,9.968302,3
Id6sSnT2Ug4,push up,42,52,45.766667,52.000000,3
I5x_x9JJM-I,push up,2,12,2.500000,12.000000,2
JxSRn4zMND8,push up,22,32,22.000000,26.000000,4
J5UH-E8zclg,push up,0,10,0.000000,10.000000,9
KbfkqJrgRKY,push up,13,23,13.000000,23.000000,5
K0UwjwmKsXs,push up,1,11,2.300000,8.800000,2
LiRRgqFRdss,push up,0,10,0.000000,9.709710,5
MXtr11J0iDQ,push up,0,10,3.370037,9.976643,2
M065ZpAKuyY,push up,30,40,30.000000,40.000000,6
NC0-2f9j_JA,push up,10,20,11.101101,19.976643,2
NdO9CtNi5O4,push up,113,123,113.000000,118.505506,6
OaXW4R2pnSo,push up,20,30,20.000000,25.083333,2
Py0A9wWkWao,push up,198,208,198.000000,202.120000,5
P5rp2d06wfY,push up,7,17,7.000000,16.976643,8
Q1tc0M0ot8Q,push up,0,10,6.466667,10.000000,3
RRzj1ZjFrnw,push up,50,60,51.568235,57.374041,2
SB5cHBrvR_k,push up,24,34,24.000000,28.203390,3
SV2TfzJ7Qv4,push up,5,15,5.000000,9.266667,5
TpVucPxEEjY,push up,11,21,11.000000,21.000000,5
T9odnWLsJNo,push up,37,47,37.000000,38.900000,2
V5b4W8-VsuE,push up,1,11,6.822489,9.475141,2
WHtxC3mCGIQ,push up,0,10,1.366667,10.000000,4
Wba1CfX_V-g,push up,5,15,5.000000,11.406406,3
Wyojc0Clzsk,push up,74,84,74.000000,80.560000,7
XBbhsHyE7lQ,push up,41,51,41.000000,49.967301,3
YU0gWh72a3k,push up,15,25,15.000000,24.968302,3
Y4KxhBCgypY,push up,4,14,4.000000,13.833334,3
ZuCAObqE5FA,push up,71,81,71.000000,75.375000,5
ZuCAObqE5FA,push up,71,81,76.187500,78.500000,3
Z9tFsZVNMnE,push up,14,24,14.000000,23.968302,4
abgmV0xuCrk,push up,0,10,0.000000,8.333333,5
a2LBOKwdPcQ,push up,12,22,12.000000,18.006006,3
bX15GI0K2tI,push up,17,27,17.000000,22.390836,6
biEC7Pji7Bg,push up,14,24,15.735068,23.509510,2
cRzgxM3TXBQ,push up,199,209,203.717776,208.974726,4
dDJ0XSTFR-8,push up,89,99,89.000000,99.000000,2
dh7h-JxMpvE,push up,14,24,14.000000,22.733333,3
d8b9uhan7Iw,push up,0,10,0.000000,9.100000,5
eADfklkBhuc,push up,170,180,170.000000,174.193224,2
eCJQXspc-wc,push up,7,17,7.000000,12.360000,2
ekhHO6lmWVM,push up,133,143,140.700000,143.000000,3
f2AfRV7qCnE,push up,6,16,6.000000,15.976643,5
gKIatQ9Op4k,push up,1,11,3.802803,10.976643,4
gunrbtpgbdg,push up,2,12,2.000000,11.442776,4
hdgTCJym5RQ,push up,6,16,6.000000,16.000000,3
hmmHo5cNFLI,push up,10,20,10.000000,16.100000,3
jCxVv9RSgZ8,push up,25,35,31.433333,35.000000,3
jGbDC5Bvkqw,push up,10,20,10.000000,15.533333,3
jkNsir4WeqU,push up,21,31,21.000000,24.625000,2
kxv73he4kDU,push up,31,41,31.000000,40.943277,11
k53ogCacHIQ,push up,58,68,58.000000,62.304304,4
l5S2XPBkw4k,push up,1,11,1.000000,11.000000,3
mL2Nd80FrL8,push up,15,25,16.200000,24.166667,2
miNX6dg_arc,push up,160,170,160.000000,168.491826,6
m408i9NFQIY,push up,2,12,3.866667,11.133333,3
m-PPEGH6NnU,push up,5,15,5.000000,14.209209,5
nHal5q656nM,push up,13,23,13.000000,20.273941,3
nbUE66uzfCc,push up,0,10,1.266667,10.000000,3
nkLICaRvBcc,push up,22,32,27.005005,31.309309,2
nownoHeS1o0,push up,48,58,48.000000,52.600000,5
n4M5qV8mJx8,push up,154,164,154.000000,156.640000,2
obz3O4z-3ek,push up,20,30,20.000000,28.666667,7
ogWXu54IOn0,push up,0,10,2.569236,6.706707,4
o-MFiXz3hYA,push up,12,22,12.000000,21.989645,8
pCWdCVKE2qo,push up,0,10,0.000000,6.206206,4
peKDv8NQfiA,push up,7,17,7.000000,16.233333,3
pgYR9m-3QyQ,push up,23,33,23.235952,32.977416,7
r97GsJhJ8No,push up,5,15,7.600000,14.680000,3
s-HmfE-SEH8,push up,186,196,186.000000,190.500000,2
s-HmfE-SEH8,push up,186,196,192.366667,195.966667,2
u9XyJmAGV0c,push up,13,23,13.000000,23.000000,6
vABY-LpZupQ,push up,3,13,3.000000,13.000000,7
zgigSgrb3qU,push up,12,22,12.000000,21.633333,2
0Tx0CZMDs4c,push up,64,74,71.574241,73.943277,2
0hcQA5YDZKQ,push up,10,20,10.000000,14.838172,3
07eq1ZyNg_U,push up,18,28,18.000000,27.976643,11
1ByGCqjw_wk,push up,3,13,3.000000,12.833333,5
1TaZpm1NH9w,push up,2,12,7.533333,11.066667,3
2RLoQCFdz4Y,push up,16,26,16.000000,26.000000,4
2gpYQfN3Wo0,push up,305,315,305.000000,315.000000,10
2wMk-qSPpLk,push up,149,159,151.720000,157.600000,3
2-m13VKbJbU,push up,5,15,5.000000,9.421457,4
2-m13VKbJbU,push up,5,15,12.841829,14.969133,2
3QnXCGe6xZA,push up,13,23,14.083334,21.116667,3
38qMM1XuRIg,push up,1,11,1.000000,10.600000,4
4F5Rk5BkqQg,push up,0,10,0.604167,10.000000,4
4rVzE8sDKf8,push up,19,29,19.000000,23.971638,3
4s6xVt9PPIM,push up,71,81,72.301301,76.005005,2
4s6xVt9PPIM,push up,71,81,77.473140,80.943277,2
45_0XZPzQzg,push up,40,50,40.000000,42.247462,3
5E3-5buOI6c,push up,50,60,50.000000,52.235569,3
5ttD_SCeNB0,push up,27,37,27.000000,30.378378,5
59jzy3eVo30,push up,3,13,3.533333,12.566667,6
6DaSiT8LNYg,push up,3,13,3.000000,13.000000,2
7hlpmIqsyKg,push up,8,18,8.000000,17.666667,2
7zAlYPCPLPo,push up,16,26,16.000000,25.968302,3
7-oMB0k0sSM,push up,317,327,317.000000,326.976643,3
8MNF_2cWwp0,push up,0,10,0.000000,9.884885,2
8fT_bwJtgBA,push up,38,48,38.000000,48.000000,13
9D0XkGNKVMw,push up,14,24,14.000000,19.633333,2
9U6RcrJd5TM,push up,26,36,26.000000,32.560000,6
9gUnrgesMWU,push up,6,16,6.000000,13.841175,6
9p2g3Cqo-8w,push up,134,144,134.000000,135.491860,2
-WTRl_h5XKg,push up,118,128,118.000000,126.500000,7
-7BiugaROUM,push up,16,26,16.000000,25.976643,3
_bt8UWqCZB4,push up,17,27,17.000000,23.520000,2
_uRAdM3_VtU,push up,0,10,2.583333,10.000000,3
_yG3rt8mN2c,push up,0,10,0.000000,10.000000,6
Aa_wv2UEkrQ,rope pushdown,1,11,1.000000,10.040000,3
Beji0hbXCIs,rope pushdown,27,37,30.269937,33.773440,2
BkGtZ0k5lPg,rope pushdown,0,10,2.840000,10.000000,5
B2JRvQf2BoM,rope pushdown,1,11,1.000000,10.509510,4
C7Z0BjKVnWk,rope pushdown,0,10,4.462796,9.968302,2
DE3-tqqVXXs,rope pushdown,10,20,10.000000,19.042376,5
Dg_LFkUgdAg,rope pushdown,0,10,0.000000,10.000000,6
Dq4sUCCmNt8,rope pushdown,96,106,96.000000,103.974641,2
EHVpp5Gkt9s,rope pushdown,18,28,18.000000,27.976643,5
FHYxgCT6n8o,rope pushdown,1,11,1.000000,11.000000,2
Fk12hVYZh88,rope pushdown,9,19,9.000000,19.000000,4
GNYIxSqTHAg,rope pushdown,13,23,13.000000,16.478261,3
HAMAZ4bJ1bY,rope pushdown,0,10,1.400000,10.000000,5
HoPjJj5jzQY,rope pushdown,10,20,10.000000,15.400000,2
IJ9uN6i7th0,rope pushdown,63,73,63.000000,65.752982,2
IJ9uN6i7th0,rope pushdown,63,73,67.838575,72.969133,4
I3wsREWUg3w,rope pushdown,1,11,1.000000,10.583334,2
JeseDM8fD7k,rope pushdown,16,26,16.000000,23.640974,3
KInIza0qH5g,rope pushdown,29,39,29.000000,38.943277,8
KJmBmCvMqr4,rope pushdown,2,12,7.772439,11.976643,2
KX5nixbbMhg,rope pushdown,9,19,9.000000,19.000000,5
K0I8aAPf-Tk,rope pushdown,77,87,77.000000,84.133333,4
K2yPECMIm6k,rope pushdown,8,18,8.000000,17.976643,4
LpRCtiiTutU,rope pushdown,10,20,10.000000,16.983184,3
MG8V2O5qFxA,rope pushdown,17,27,17.000000,25.760000,6
MiBLDpRgiVU,rope pushdown,1,11,1.000000,10.551218,3
Mu7dO7Y9h5I,rope pushdown,6,16,6.000000,14.475142,4
NaDFvLfRUzA,rope pushdown,0,10,0.033367,7.374041,4
OPsbIOcnoKo,rope pushdown,11,21,11.000000,21.000000,9
OXaswZupXOQ,rope pushdown,1,11,1.100000,11.000000,4
O6tTgYv3tjM,rope pushdown,4,14,4.000000,13.976643,5
O9EjWL1eLeQ,rope pushdown,24,34,30.533333,34.000000,3
PAU_MxhdcZ0,rope pushdown,12,22,12.000000,22.000000,3
PBOERY_KbEM,rope pushdown,7,17,7.000000,17.000000,6
QBdrlDgi7l8,rope pushdown,29,39,29.000000,38.943277,3
QhtxMSpSW3U,rope pushdown,1,11,1.000000,10.642976,4
QiNhR9GixT8,rope pushdown,11,21,11.000000,21.000000,5
Q1VxnpJLt-Y,rope pushdown,1,11,1.000000,10.000000,6
Q3mHeWzniQg,rope pushdown,6,16,6.466667,16.000000,4
SbKPnZGj_2M,rope pushdown,35,45,35.000000,45.000000,3
Si9szzJPSrE,rope pushdown,22,32,22.000000,26.904905,2
SjqdmZmac3U,rope pushdown,0,10,0.000000,8.482759,4
S1VCwo_iOEo,rope pushdown,9,19,9.000000,19.000000,8
